text,label
WINNER! Your email won our lottery. Send bank details to collect $11246.,spam
Double your investment in 24 hours with our secret trading algorithm!,spam
Congratulations! You've won a $88602 prize. Click here to claim: http://prize-125608.com,spam
Congratulations! You've won a $47626 prize. Click here to claim: http://prize-423573.com,spam
Refinance your mortgage! Get $4437 cash back. No credit check needed.,spam
"Hi James, I wanted to follow up on the proposal I sent last week. Any feedback?",ham
Please find attached the report for Q1 as discussed in our last meeting.,ham
Your computer has a virus! Call 1-800-901751 immediately for free removal.,spam
Your PayPal account is limited. Verify immediately: http://paypal-258963.com,
Your package is held at customs. Pay $44275 fee: http://customs-965555.com,spam
Double your investment in 24 hours with our secret trading algorithm!,spam
"Hey, are you free this weekend? A few of us are planning a hike on Sunday.",ham
Reminder: Team standup is at 2:00 PM today. Agenda in the shared doc.,ham
Quick question ? did you get a chance to look at the spreadsheet I sent?,ham
The invoice #636305 for $7292 is attached. Please process by Saturday.,ham
Your doctor's appointment is confirmed for the 20th at 10:30 AM.,ham
WINNER! Your email won our lottery. Send bank details to collect $59556.,spam
Your order #732722 has been shipped. Expected delivery: the 20th.,ham
The conference call recording from tomorrow is now available in the shared folder.,ham
"Cheap meds online! V!@GRA, C!AL!S and more. Discreet shipping. Order now!",spam
Prescription drugs at 80% off. No prescription needed! http://pharmacy-658373.com,spam
Just a reminder that rent is due on the the 20thth. Please transfer at your convenience.,ham
Refinance your mortgage! Get $61260 cash back. No credit check needed.,spam
"Hi Amanda, can you review the pull request I submitted? Let me know if you have questions.",
Monthly newsletter: Here's what happened in our community this September.,ham
Lose 17 lbs in 22 days GUARANTEED! Our miracle pill works instantly.,spam
The library book you reserved is now available for pickup. Expires tomorrow.,ham
You owe $11010 in taxes. Pay immediately or face arrest. IRS Notice #051109.,spam
Breaking: You can erase all debt in 30 days legally! Get our free guide.,spam
"Hi Emily, just checking in about the meeting scheduled for Wednesday at 9:00 AM.",ham
LAST CHANCE: Confirm your subscription or lose access. Click: http://sub-941937.net,spam
You have been selected for a $50376 cash reward. Act fast! Expires soon.,spam
"Hi Amanda, can you review the pull request I submitted? Let me know if you have questions.",
Double your investment in 24 hours with our secret trading algorithm!,spam
"Hi Ashley, your subscription renews on the 20th. Let us know if you'd like to make changes.",ham
Thanks for attending the webinar! The recording and slides are attached.,
You owe $92821 in taxes. Pay immediately or face arrest. IRS Notice #937540.,spam
Your flight 075864 to Chicago departs at 6:30 PM on Wednesday. Check-in opens 24h before.,ham
"Your password was recently changed. If this wasn't you, contact support immediately.",ham
CLAIM NOW: You've been chosen for a $75873 Amazon gift card!,spam
Here's the summary of today's meeting. Action items are highlighted in yellow.,ham
"Your password was recently changed. If this wasn't you, contact support immediately.",ham
Make $91467 per day working from home! No experience needed. Join now!,spam
Refinance your mortgage! Get $86417 cash back. No credit check needed.,spam
Your order #781101 has been shipped. Expected delivery: Thursday.,ham
Free trial of our premium service. No credit card needed. Sign up: http://free-290846.com,spam
Just a reminder that rent is due on the Saturdayth. Please transfer at your convenience.,ham
Refinance your mortgage! Get $48196 cash back. No credit check needed.,spam
Earn $42713 daily with crypto! Bitcoin investment guaranteed returns.,spam
Double your investment in 24 hours with our secret trading algorithm!,spam
Lose 39 lbs in 27 days GUARANTEED! Our miracle pill works instantly.,spam
Congratulations! You've won a $56518 prize. Click here to claim: http://prize-493085.com,spam
Nigerian prince needs your help. Transfer $11847 for $383974 reward.,
You have been selected for a $36579 cash reward. Act fast! Expires soon.,spam
Dinner at noon tonight? I was thinking we could try that new Italian place.,ham
Send this to 15 people and receive $74135 from Bill Gates!,spam
Hot singles in your area are waiting! Meet them tonight at http://date-754692.com,spam
Congratulations! You've won a $11264 prize. Click here to claim: http://prize-753079.com,spam
"Hi Ashley, I wanted to follow up on the proposal I sent last week. Any feedback?",ham
LAST CHANCE: Confirm your subscription or lose access. Click: http://sub-299140.net,spam
Your order #904117 has been shipped. Expected delivery: the 15th.,ham
"Hi Emily, your insurance renewal is due on Sunday. Review your policy attached.",ham
Here's the summary of today's meeting. Action items are highlighted in yellow.,ham
WINNER! Your email won our lottery. Send bank details to collect $89811.,spam
Please find attached the report for Q3 as discussed in our last meeting.,ham
"Your password was recently changed. If this wasn't you, contact support immediately.",ham
Double your investment in 24 hours with our secret trading algorithm!,spam
FYI ? the project deadline has been moved to Sunday. Please update your plans.,ham
Prescription drugs at 80% off. No prescription needed! http://pharmacy-642585.com,spam
WINNER! Your email won our lottery. Send bank details to collect $20798.,spam
Nigerian prince needs your help. Transfer $44701 for $377478 reward.,spam
You owe $8974 in taxes. Pay immediately or face arrest. IRS Notice #768802.,spam
The quarterly budget review is scheduled for Wednesday. Please prepare your department numbers.,ham
Prescription drugs at 80% off. No prescription needed! http://pharmacy-116861.com,spam
Just a reminder that rent is due on the the 15thth. Please transfer at your convenience.,ham
Double your investment in 24 hours with our secret trading algorithm!,spam
"Hi Robert, just checking in about the meeting scheduled for next week at noon.",ham
Monthly newsletter: Here's what happened in our community this May.,ham
Congratulations! You've won a $90441 prize. Click here to claim: http://prize-652407.com,spam
Your order #697136 has been shipped. Expected delivery: tomorrow.,ham
Please review and sign the attached NDA before our meeting on the 20th.,ham
"Hi Robert, can you review the pull request I submitted? Let me know if you have questions.",ham
Thanks for attending the webinar! The recording and slides are attached.,ham
Exclusive offer for you: Get 90% off everything at http://shop-434902.com,spam
The conference call recording from Monday is now available in the shared folder.,ham
Send this to 14 people and receive $64573 from Bill Gates!,spam
URGENT: Your account has been suspended. Verify now at http://secure-481832.net,spam
Hot singles in your area are waiting! Meet them tonight at http://date-110090.com,spam
URGENT: Your account has been suspended. Verify now at http://secure-019290.net,spam
"Cheap meds online! V!@GRA, C!AL!S and more. Discreet shipping. Order now!",spam
Your doctor's appointment is confirmed for Saturday at noon.,ham
Your doctor's appointment is confirmed for Saturday at 2:00 PM.,ham
Your doctor's appointment is confirmed for Saturday at 9:00 AM.,ham
You owe $88497 in taxes. Pay immediately or face arrest. IRS Notice #364315.,spam
"Hi Ashley, just checking in about the meeting scheduled for Sunday at 9:00 AM.",ham
"Hi team, please welcome David who is joining us as the new Data Analyst starting next week.",ham
Can we reschedule our next week call? I have a conflict in the morning.,ham
I've booked a table for 9 at 10:30 AM on Thursday. Let me know if plans change.,ham
Just a reminder that rent is due on the Mondayth. Please transfer at your convenience.,
Your package is held at customs. Pay $37749 fee: http://customs-540193.com,spam
CLAIM NOW: You've been chosen for a $75065 Amazon gift card!,spam
Please review and sign the attached NDA before our meeting on Tuesday.,ham
Make $67558 per day working from home! No experience needed. Join now!,spam
"Hi David, I wanted to follow up on the proposal I sent last week. Any feedback?",ham
Your computer has a virus! Call 1-800-307177 immediately for free removal.,spam
Please review and sign the attached NDA before our meeting on the 15th.,
You have been selected for a $35419 cash reward. Act fast! Expires soon.,
,spam
You have been selected for a $42948 cash reward. Act fast! Expires soon.,spam
"Hi team, please welcome Ashley who is joining us as the new Designer starting Monday.",ham
Double your investment in 24 hours with our secret trading algorithm!,spam
Lose 25 lbs in 21 days GUARANTEED! Our miracle pill works instantly.,spam
LAST CHANCE: Confirm your subscription or lose access. Click: http://sub-524746.net,spam
Your computer has a virus! Call 1-800-242954 immediately for free removal.,spam
Dinner at noon tonight? I was thinking we could try that new Italian place.,ham
Meet beautiful Asian women seeking marriage. Visit http://bride-034823.com,spam
Lose 33 lbs in 18 days GUARANTEED! Our miracle pill works instantly.,spam
Reminder: Team standup is at noon today. Agenda in the shared doc.,ham
Send this to 13 people and receive $52176 from Bill Gates!,spam
